['NKD', 'ForwardChecking', 'NKT', 'ArcConsistency', 'None', 'LCV'] avg time: 0.03382428884506226s
['NKD', 'ArcConsistency', 'NKT', 'ForwardChecking', 'MRV', 'None'] avg time: 0.03382865190505981s
['NKT', 'ArcConsistency', 'ForwardChecking', 'NKD', 'MRV', 'LCV'] avg time: 0.033849132061004636s
['ArcConsistency', 'NKT', 'NKD', 'ForwardChecking', 'None', 'LCV'] avg time: 0.033897888660430905s
['NKD', 'NKT', 'ArcConsistency', 'ForwardChecking', 'None', 'LCV'] avg time: 0.033933615684509276s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'MRV', 'None'] avg time: 0.03394967317581177s
['ArcConsistency', 'NKD', 'ForwardChecking', 'NKT', 'MRV', 'LCV'] avg time: 0.033951175212860105s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'None', 'None'] avg time: 0.0339780330657959s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'None', 'LCV'] avg time: 0.03399192094802857s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'None', 'LCV'] avg time: 0.034025931358337404s
['ArcConsistency', 'NKD', 'ForwardChecking', 'NKT', 'None', 'LCV'] avg time: 0.0340313196182251s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'None', 'None'] avg time: 0.034058022499084475s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'None', 'LCV'] avg time: 0.034058773517608644s
['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'MRV', 'LCV'] avg time: 0.03407028913497925s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'MRV', 'None'] avg time: 0.03408045768737793s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'MRV', 'None'] avg time: 0.03409719467163086s
['NKT', 'ArcConsistency', 'ForwardChecking', 'NKD', 'MRV', 'None'] avg time: 0.03411821126937866s
['NKT', 'ForwardChecking', 'ArcConsistency', 'NKD', 'None', 'LCV'] avg time: 0.034174561500549316s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'None', 'LCV'] avg time: 0.03417474031448364s
['NKD', 'ArcConsistency', 'ForwardChecking', 'NKT', 'None', 'LCV'] avg time: 0.03419462442398071s
['ArcConsistency', 'NKT', 'ForwardChecking', 'NKD', 'None', 'None'] avg time: 0.03423852920532226s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'None', 'None'] avg time: 0.03427896499633789s
['NKT', 'ForwardChecking', 'ArcConsistency', 'NKD', 'MRV', 'None'] avg time: 0.03429423570632935s
['NKD', 'ArcConsistency', 'NKT', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.034375333786010744s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.03438501358032227s
['NKD', 'ForwardChecking', 'ArcConsistency', 'NKT', 'None', 'LCV'] avg time: 0.03445390462875366s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'MRV', 'LCV'] avg time: 0.03445789813995361s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'None', 'LCV'] avg time: 0.03446372747421265s
['NKD', 'ArcConsistency', 'NKT', 'ForwardChecking', 'None', 'LCV'] avg time: 0.03452332019805908s
['NKT', 'NKD', 'DH', 'LCV'] avg time: 0.035512876510620114s
['NKD', 'NKT', 'DH', 'None'] avg time: 0.03602569103240967s
['NKD', 'NKT', 'DH', 'LCV'] avg time: 0.036068737506866455s
['NKT', 'NKD', 'DH', 'None'] avg time: 0.03674392700195313s
['NKD', 'DH', 'None'] avg time: 0.03874459266662598s
['NKD', 'DH', 'LCV'] avg time: 0.04054776430130005s
['NKD', 'ForwardChecking', 'None', 'None'] avg time: 0.041011476516723634s
['ForwardChecking', 'NKD', 'MRV', 'LCV'] avg time: 0.04104324579238892s
['ForwardChecking', 'NKD', 'MRV', 'None'] avg time: 0.04105032682418823s
['NKD', 'ForwardChecking', 'None', 'LCV'] avg time: 0.041404342651367186s
['ForwardChecking', 'NKD', 'None', 'None'] avg time: 0.04156019687652588s
['NKD', 'ForwardChecking', 'MRV', 'None'] avg time: 0.04171508550643921s
['NKD', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.04195002317428589s
['ForwardChecking', 'NKT', 'None', 'None'] avg time: 0.042189288139343264s
['ForwardChecking', 'NKD', 'None', 'LCV'] avg time: 0.042339003086090087s
['NKT', 'ForwardChecking', 'None', 'LCV'] avg time: 0.042545998096466066s
['NKT', 'ForwardChecking', 'None', 'None'] avg time: 0.04286558628082275s
['NKT', 'ForwardChecking', 'MRV', 'None'] avg time: 0.043172478675842285s
['ForwardChecking', 'NKT', 'MRV', 'None'] avg time: 0.04325963258743286s
['ForwardChecking', 'NKT', 'None', 'LCV'] avg time: 0.043498802185058597s
['NKT', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.043579709529876706s
['ForwardChecking', 'NKT', 'MRV', 'LCV'] avg time: 0.04378798007965088s
['NKT', 'DH', 'None'] avg time: 0.04554922580718994s
['NKT', 'DH', 'LCV'] avg time: 0.047620689868927s
['ForwardChecking', 'NKT', 'NKD', 'MRV', 'LCV'] avg time: 0.04763625860214234s
['NKD', 'ForwardChecking', 'NKT', 'None', 'None'] avg time: 0.04788848161697388s
['NKT', 'NKD', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.04791238307952881s
['NKT', 'ForwardChecking', 'NKD', 'None', 'None'] avg time: 0.04800623655319214s
['ForwardChecking', 'NKT', 'NKD', 'MRV', 'None'] avg time: 0.048013734817504886s
['NKT', 'NKD', 'ForwardChecking', 'MRV', 'None'] avg time: 0.048115217685699464s
['NKT', 'ForwardChecking', 'NKD', 'None', 'LCV'] avg time: 0.04812977313995361s
['NKD', 'NKT', 'ForwardChecking', 'MRV', 'LCV'] avg time: 0.04814826250076294s
['ForwardChecking', 'NKT', 'NKD', 'None', 'LCV'] avg time: 0.048278212547302246s
['NKD', 'NKT', 'ForwardChecking', 'MRV', 'None'] avg time: 0.048314464092254636s
['NKD', 'NKT', 'ForwardChecking', 'None', 'None'] avg time: 0.04850946664810181s
['NKD', 'ForwardChecking', 'NKT', 'MRV', 'None'] avg time: 0.04853271245956421s
['NKT', 'ForwardChecking', 'NKD', 'MRV', 'None'] avg time: 0.048657238483428955s
['ForwardChecking', 'NKD', 'NKT', 'MRV', 'None'] avg time: 0.04866712093353272s
['NKD', 'NKT', 'ForwardChecking', 'None', 'LCV'] avg time: 0.048681020736694336s
['ForwardChecking', 'NKD', 'NKT', 'None', 'None'] avg time: 0.04874665737152099s
['ForwardChecking', 'NKT', 'NKD', 'None', 'None'] avg time: 0.04875525236129761s
['NKD', 'ForwardChecking', 'NKT', 'None', 'LCV'] avg time: 0.0488359808921814s
['NKT', 'ForwardChecking', 'NKD', 'MRV', 'LCV'] avg time: 0.04893463850021362s
['NKT', 'NKD', 'ForwardChecking', 'None', 'None'] avg time: 0.04894403219223022s
['NKT', 'NKD', 'ForwardChecking', 'None', 'LCV'] avg time: 0.04905260801315307s
['ForwardChecking', 'NKD', 'NKT', 'MRV', 'LCV'] avg time: 0.049060630798339847s
['ForwardChecking', 'NKD', 'NKT', 'None', 'LCV'] avg time: 0.04959042072296142s
['NKD', 'ForwardChecking', 'NKT', 'MRV', 'LCV'] avg time: 0.049634850025177s
['ForwardChecking', 'MRV', 'LCV'] avg time: 0.059492874145507815s
['ForwardChecking', 'None', 'None'] avg time: 0.059727823734283446s
['ForwardChecking', 'None', 'LCV'] avg time: 0.059953951835632326s
['ArcConsistency', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.060520708560943604s
['ForwardChecking', 'MRV', 'None'] avg time: 0.06067875623703003s
['ForwardChecking', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.06080104112625122s
['ArcConsistency', 'ForwardChecking', 'DH', 'None'] avg time: 0.06112685203552246s
['ForwardChecking', 'ArcConsistency', 'DH', 'None'] avg time: 0.0612433910369873s
['ForwardChecking', 'NKD', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.06228803396224976s
['ArcConsistency', 'ForwardChecking', 'NKT', 'DH', 'LCV'] avg time: 0.0633514404296875s
['ArcConsistency', 'ForwardChecking', 'NKD', 'DH', 'None'] avg time: 0.06344736814498901s
['NKD', 'ForwardChecking', 'ArcConsistency', 'DH', 'None'] avg time: 0.06347892284393311s
['ForwardChecking', 'ArcConsistency', 'NKD', 'DH', 'LCV'] avg time: 0.06349124908447265s
['NKD', 'ForwardChecking', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.06363945007324219s
['ArcConsistency', 'ForwardChecking', 'NKD', 'DH', 'LCV'] avg time: 0.06381767988204956s
['ArcConsistency', 'NKD', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.06383827924728394s
['ForwardChecking', 'ArcConsistency', 'NKD', 'DH', 'None'] avg time: 0.06384477615356446s
['ArcConsistency', 'NKT', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.06388921737670898s
['NKT', 'ForwardChecking', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.06406683921813965s
['ArcConsistency', 'ForwardChecking', 'NKT', 'DH', 'None'] avg time: 0.06421234607696533s
['ForwardChecking', 'NKT', 'ArcConsistency', 'DH', 'None'] avg time: 0.06425796747207642s
['ForwardChecking', 'ArcConsistency', 'NKT', 'DH', 'LCV'] avg time: 0.064398193359375s
['ArcConsistency', 'NKT', 'ForwardChecking', 'DH', 'None'] avg time: 0.06447414159774781s
['NKT', 'ArcConsistency', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.06448100805282593s
['ArcConsistency', 'NKD', 'ForwardChecking', 'DH', 'None'] avg time: 0.0645481824874878s
['NKD', 'ArcConsistency', 'ForwardChecking', 'DH', 'None'] avg time: 0.06476036310195923s
['NKT', 'ForwardChecking', 'ArcConsistency', 'DH', 'None'] avg time: 0.06487593650817872s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.06504132747650146s
['NKT', 'ArcConsistency', 'ForwardChecking', 'DH', 'None'] avg time: 0.06509938240051269s
['NKD', 'ForwardChecking', 'ArcConsistency', 'NKT', 'DH', 'LCV'] avg time: 0.06533414125442505s
['NKD', 'ArcConsistency', 'ForwardChecking', 'NKT', 'DH', 'LCV'] avg time: 0.0653989553451538s
['ForwardChecking', 'NKD', 'ArcConsistency', 'DH', 'None'] avg time: 0.06551717519760132s
['ArcConsistency', 'NKT', 'ForwardChecking', 'NKD', 'DH', 'None'] avg time: 0.06558879613876342s
['ForwardChecking', 'NKT', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.0656320333480835s
['ArcConsistency', 'NKT', 'ForwardChecking', 'NKD', 'DH', 'LCV'] avg time: 0.06563482284545899s
['ArcConsistency', 'NKT', 'NKD', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.06573143005371093s
['NKD', 'NKT', 'ArcConsistency', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.06579090356826782s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.06585172414779664s
['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'DH', 'LCV'] avg time: 0.06603024005889893s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'DH', 'LCV'] avg time: 0.06604697704315185s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'DH', 'LCV'] avg time: 0.0660502552986145s
['ArcConsistency', 'ForwardChecking', 'NKD', 'NKT', 'DH', 'None'] avg time: 0.06606824398040771s
['NKD', 'ForwardChecking', 'NKT', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.06609013080596923s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.06609368324279785s
['ArcConsistency', 'NKD', 'NKT', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.0661472201347351s
['NKT', 'NKD', 'ForwardChecking', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.06617456674575806s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.0662345051765442s
['ArcConsistency', 'NKD', 'ForwardChecking', 'NKT', 'DH', 'None'] avg time: 0.06623497009277343s
['NKD', 'ForwardChecking', 'ArcConsistency', 'NKT', 'DH', 'None'] avg time: 0.06625669002532959s
['NKT', 'ForwardChecking', 'ArcConsistency', 'NKD', 'DH', 'LCV'] avg time: 0.06626514196395875s
['ArcConsistency', 'NKD', 'ForwardChecking', 'NKT', 'DH', 'LCV'] avg time: 0.06629542112350464s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'DH', 'LCV'] avg time: 0.06631057262420655s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'DH', 'LCV'] avg time: 0.06637179851531982s
['ArcConsistency', 'ForwardChecking', 'NKT', 'NKD', 'DH', 'LCV'] avg time: 0.06637331247329711s
['NKT', 'ArcConsistency', 'NKD', 'ForwardChecking', 'DH', 'None'] avg time: 0.06637638807296753s
['NKT', 'NKD', 'ForwardChecking', 'ArcConsistency', 'DH', 'None'] avg time: 0.0665543556213379s
['NKT', 'NKD', 'ArcConsistency', 'ForwardChecking', 'DH', 'None'] avg time: 0.06655967235565186s
['NKT', 'NKD', 'ArcConsistency', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.06665496826171875s
['ForwardChecking', 'NKT', 'ArcConsistency', 'NKD', 'DH', 'None'] avg time: 0.06671751737594604s
['ForwardChecking', 'NKD', 'NKT', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.06682006120681763s
['ArcConsistency', 'NKD', 'NKT', 'ForwardChecking', 'DH', 'None'] avg time: 0.06683861017227173s
['NKD', 'NKT', 'ArcConsistency', 'ForwardChecking', 'DH', 'None'] avg time: 0.06688311100006103s
['NKT', 'ForwardChecking', 'ArcConsistency', 'NKD', 'DH', 'None'] avg time: 0.06689373254776002s
['NKT', 'ForwardChecking', 'NKD', 'ArcConsistency', 'DH', 'None'] avg time: 0.06692895889282227s
['NKD', 'NKT', 'ForwardChecking', 'ArcConsistency', 'DH', 'None'] avg time: 0.06705570220947266s
['NKD', 'ArcConsistency', 'NKT', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.06709917783737182s
['ForwardChecking', 'ArcConsistency', 'NKD', 'NKT', 'DH', 'None'] avg time: 0.0671568751335144s
['ForwardChecking', 'NKD', 'NKT', 'ArcConsistency', 'DH', 'None'] avg time: 0.06727461814880371s
['NKD', 'ArcConsistency', 'NKT', 'ForwardChecking', 'DH', 'None'] avg time: 0.06730294227600098s
['ArcConsistency', 'ForwardChecking', 'NKT', 'NKD', 'DH', 'None'] avg time: 0.06732772588729859s
['NKD', 'ForwardChecking', 'NKT', 'ArcConsistency', 'DH', 'None'] avg time: 0.06736149787902831s
['ForwardChecking', 'NKD', 'DH', 'None'] avg time: 0.06737192869186401s
['NKD', 'ArcConsistency', 'ForwardChecking', 'NKT', 'DH', 'None'] avg time: 0.06747258901596069s
['ForwardChecking', 'NKT', 'NKD', 'ArcConsistency', 'DH', 'None'] avg time: 0.06748558282852173s
['ForwardChecking', 'ArcConsistency', 'NKT', 'DH', 'None'] avg time: 0.06759339570999146s
['ForwardChecking', 'NKD', 'DH', 'LCV'] avg time: 0.06764217615127563s
['NKD', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.06764807701110839s
['ArcConsistency', 'NKT', 'NKD', 'ForwardChecking', 'DH', 'None'] avg time: 0.06766688823699951s
['ForwardChecking', 'NKD', 'ArcConsistency', 'NKT', 'DH', 'None'] avg time: 0.06779003143310547s
['ForwardChecking', 'ArcConsistency', 'NKT', 'NKD', 'DH', 'None'] avg time: 0.06783909797668457s
['NKD', 'ForwardChecking', 'DH', 'None'] avg time: 0.06787066459655762s
['NKT', 'ArcConsistency', 'ForwardChecking', 'NKD', 'DH', 'LCV'] avg time: 0.06800857782363892s
['NKT', 'ArcConsistency', 'ForwardChecking', 'NKD', 'DH', 'None'] avg time: 0.06812751293182373s
['ForwardChecking', 'NKT', 'DH', 'LCV'] avg time: 0.06882153749465943s
['NKT', 'ForwardChecking', 'DH', 'None'] avg time: 0.06954113245010377s
['ForwardChecking', 'NKT', 'DH', 'None'] avg time: 0.06988041400909424s
['NKT', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.07054901123046875s
['NKD', 'ArcConsistency', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.07069882154464721s
['ArcConsistency', 'None', 'None'] avg time: 0.07089943885803222s
['ArcConsistency', 'MRV', 'LCV'] avg time: 0.0710118293762207s
['ArcConsistency', 'MRV', 'None'] avg time: 0.07173930406570435s
['ArcConsistency', 'None', 'LCV'] avg time: 0.07201435565948486s
['ArcConsistency', 'NKD', 'None', 'None'] avg time: 0.07229279279708863s
['NKD', 'ArcConsistency', 'None', 'LCV'] avg time: 0.07230437994003296s
['NKD', 'ArcConsistency', 'MRV', 'None'] avg time: 0.07257719039916992s
['NKD', 'ArcConsistency', 'None', 'None'] avg time: 0.07279540300369262s
['NKD', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.07293481826782226s
['ArcConsistency', 'NKD', 'MRV', 'LCV'] avg time: 0.07293519973754883s
['ArcConsistency', 'NKD', 'MRV', 'None'] avg time: 0.0733073115348816s
['ArcConsistency', 'NKD', 'None', 'LCV'] avg time: 0.0735325813293457s
['ArcConsistency', 'NKT', 'MRV', 'LCV'] avg time: 0.07379372119903564s
['ForwardChecking', 'NKT', 'NKD', 'DH', 'LCV'] avg time: 0.07427457571029664s
['NKT', 'ArcConsistency', 'None', 'LCV'] avg time: 0.07431671619415284s
['NKT', 'NKD', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.07437665462493896s
['ArcConsistency', 'NKT', 'None', 'LCV'] avg time: 0.07450321912765503s
['NKT', 'ForwardChecking', 'NKD', 'DH', 'None'] avg time: 0.07451827526092529s
['ArcConsistency', 'NKT', 'None', 'None'] avg time: 0.07453411817550659s
['NKT', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.0745378851890564s
['NKD', 'ForwardChecking', 'NKT', 'DH', 'LCV'] avg time: 0.07460867166519165s
['ForwardChecking', 'NKD', 'NKT', 'DH', 'LCV'] avg time: 0.07475706338882446s
['ArcConsistency', 'NKT', 'MRV', 'None'] avg time: 0.07476316690444947s
['NKT', 'ForwardChecking', 'NKD', 'DH', 'LCV'] avg time: 0.07489075660705566s
['NKD', 'ForwardChecking', 'NKT', 'DH', 'None'] avg time: 0.0751987338066101s
['NKT', 'ArcConsistency', 'MRV', 'None'] avg time: 0.07522475719451904s
['NKD', 'ArcConsistency', 'NKT', 'MRV', 'None'] avg time: 0.07542262077331544s
['ArcConsistency', 'NKT', 'NKD', 'None', 'None'] avg time: 0.07546931505203247s
['NKD', 'ArcConsistency', 'NKT', 'None', 'LCV'] avg time: 0.07548896074295045s
['ArcConsistency', 'NKT', 'NKD', 'MRV', 'LCV'] avg time: 0.07558224201202393s
['NKT', 'NKD', 'ArcConsistency', 'None', 'None'] avg time: 0.07559412717819214s
['ArcConsistency', 'NKD', 'NKT', 'MRV', 'LCV'] avg time: 0.07560551166534424s
['NKT', 'ArcConsistency', 'None', 'None'] avg time: 0.07568905353546143s
['ForwardChecking', 'NKD', 'NKT', 'DH', 'None'] avg time: 0.07569633722305298s
['NKD', 'NKT', 'ForwardChecking', 'DH', 'LCV'] avg time: 0.07569997310638428s
['ArcConsistency', 'NKD', 'NKT', 'MRV', 'None'] avg time: 0.07573004961013793s
['NKD', 'ArcConsistency', 'NKT', 'None', 'None'] avg time: 0.07580077648162842s
['NKD', 'NKT', 'ForwardChecking', 'DH', 'None'] avg time: 0.07588740587234497s
['ArcConsistency', 'NKD', 'NKT', 'None', 'None'] avg time: 0.07598886489868165s
['NKD', 'NKT', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.07606371641159057s
['NKT', 'ArcConsistency', 'NKD', 'None', 'None'] avg time: 0.07606983184814453s
['NKT', 'NKD', 'ForwardChecking', 'DH', 'None'] avg time: 0.0761725902557373s
['ForwardChecking', 'NKT', 'NKD', 'DH', 'None'] avg time: 0.07617518901824952s
['ArcConsistency', 'NKT', 'NKD', 'None', 'LCV'] avg time: 0.07635722160339356s
['NKD', 'NKT', 'ArcConsistency', 'MRV', 'None'] avg time: 0.07640535831451416s
['NKT', 'NKD', 'ArcConsistency', 'MRV', 'LCV'] avg time: 0.0764971375465393s
['NKD', 'NKT', 'ArcConsistency', 'None', 'None'] avg time: 0.07670295238494873s
['NKD', 'NKT', 'ArcConsistency', 'None', 'LCV'] avg time: 0.07690161466598511s
['ArcConsistency', 'NKT', 'NKD', 'MRV', 'None'] avg time: 0.0769730806350708s
['NKT', 'NKD', 'ArcConsistency', 'None', 'LCV'] avg time: 0.07702640295028687s
['NKT', 'NKD', 'ArcConsistency', 'MRV', 'None'] avg time: 0.07709572315216065s
['NKT', 'ArcConsistency', 'NKD', 'MRV', 'None'] avg time: 0.07717714309692383s
['NKD', 'ArcConsistency', 'NKT', 'MRV', 'LCV'] avg time: 0.07738819122314453s
['NKT', 'ArcConsistency', 'NKD', 'MRV', 'LCV'] avg time: 0.07755441665649414s
['NKT', 'ArcConsistency', 'NKD', 'None', 'LCV'] avg time: 0.07756415605545045s
['ArcConsistency', 'NKD', 'NKT', 'None', 'LCV'] avg time: 0.0778367280960083s
['ForwardChecking', 'DH', 'LCV'] avg time: 0.1253649353981018s
['ForwardChecking', 'DH', 'None'] avg time: 0.1255454659461975s
['ArcConsistency', 'DH', 'LCV'] avg time: 0.14059845209121705s
['NKD', 'ArcConsistency', 'DH', 'None'] avg time: 0.14220529794692993s
['ArcConsistency', 'DH', 'None'] avg time: 0.14263763427734374s
['NKD', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.14306073188781737s
['ArcConsistency', 'NKT', 'DH', 'None'] avg time: 0.14432299137115479s
['NKT', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.14463138580322266s
['ArcConsistency', 'NKD', 'DH', 'None'] avg time: 0.14478789567947387s
['ArcConsistency', 'NKD', 'DH', 'LCV'] avg time: 0.1449775815010071s
['ArcConsistency', 'NKT', 'DH', 'LCV'] avg time: 0.145026695728302s
['NKT', 'ArcConsistency', 'NKD', 'DH', 'LCV'] avg time: 0.14527130126953125s
['ArcConsistency', 'NKD', 'NKT', 'DH', 'LCV'] avg time: 0.14576112031936644s
['ArcConsistency', 'NKT', 'NKD', 'DH', 'LCV'] avg time: 0.14581451416015626s
['ArcConsistency', 'NKT', 'NKD', 'DH', 'None'] avg time: 0.1458840012550354s
['NKT', 'ArcConsistency', 'DH', 'None'] avg time: 0.1460321545600891s
['NKD', 'ArcConsistency', 'NKT', 'DH', 'LCV'] avg time: 0.146350634098053s
['NKD', 'ArcConsistency', 'NKT', 'DH', 'None'] avg time: 0.1463642120361328s
['NKT', 'ArcConsistency', 'NKD', 'DH', 'None'] avg time: 0.146636438369751s
['NKT', 'NKD', 'ArcConsistency', 'DH', 'None'] avg time: 0.14682809114456177s
['NKT', 'NKD', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.14721431732177734s
['NKD', 'NKT', 'ArcConsistency', 'DH', 'LCV'] avg time: 0.1474027991294861s
['ArcConsistency', 'NKD', 'NKT', 'DH', 'None'] avg time: 0.1474271297454834s
['NKD', 'NKT', 'ArcConsistency', 'DH', 'None'] avg time: 0.14822256565093994s
['None', 'None', 'LCV'] avg time: 0.31005719900131223s
['None', 'MRV', 'LCV'] avg time: 0.31569820642471313s
['None', 'MRV', 'None'] avg time: 0.40492361783981323s
['None', 'None', 'None'] avg time: 0.40573490858078004s
['None', 'DH', 'LCV'] avg time: infs
['None', 'DH', 'None'] avg time: infs
